frequency,duration,pcid
19736,3476480.0,1741
19729,3230360.0,567
19620,2162130.0,179
19571,3030360.0,623
19553,3177720.0,1881
19549,3320270.0,889
19456,3483260.0,211
19428,3249970.0,1131
19381,2938820.0,753
19341,4256660.0,651
19322,2560480.0,573
19308,3026120.0,1180
19301,3246310.0,234
19275,3151750.0,1256
19258,4328250.0,1206
19235,2839220.0,191
19196,3354100.0,1994
19083,2994820.0,1204
19043,4867110.0,1375
19043,2632250.0,225
19000,2612010.0,1573
18942,2482930.0,1816
18886,3260380.0,1266
18882,4576470.0,1391
18824,3939530.0,1790
18790,2495960.0,317
18769,4208580.0,119
18761,2278650.0,1409
18751,3390400.0,2007
18735,1942810.0,1087
18659,3356470.0,696
18607,2525600.0,1345
18555,2754380.0,2035
18545,2584560.0,535
18484,2697540.0,973
18332,3489540.0,1392
18329,3922550.0,1476
18326,3694340.0,1519
18319,2190360.0,1801
18302,2517060.0,898
18290,3520270.0,2022
18268,3327220.0,887
18262,2461550.0,1794
18259,3613000.0,1466
18209,3094390.0,1283
18153,2142380.0,1421
18140,3437400.0,1899
18137,3384730.0,1531
18128,3439420.0,1894
18040,2919070.0,1245
17919,3308380.0,766
17918,2854540.0,99
17865,3493150.0,1427
17838,2500260.0,411
17783,3331110.0,1783
17783,3636370.0,1217
17739,3333450.0,1430
17733,2747520.0,1556
17730,2692120.0,1831
17646,2025460.0,1561
17639,2339590.0,1325
17625,2044950.0,1991
17548,3193020.0,1455
17459,2884220.0,431
17432,1554470.0,1055
17389,2502390.0,1670
17370,2414830.0,1551
17337,2409990.0,241
17308,3307140.0,476
17300,2144640.0,1008
17282,2228000.0,1285
17278,3814440.0,1363
17268,2254750.0,1892
17246,2065110.0,1159
17238,2308610.0,1619
17190,2680500.0,635
17164,2953190.0,1901
17157,1989720.0,1037
17105,2891940.0,1645
17096,4439220.0,938
17082,2959990.0,1973
17057,3032490.0,223
16932,2476040.0,359
16919,2747750.0,977
16908,2394100.0,867
16908,3124270.0,1630
16848,4047150.0,1002
16823,3245520.0,1990
16820,3144160.0,1517
16811,2290780.0,1577
16807,2595700.0,1747
16729,2772580.0,1638
16724,2700670.0,2003
16722,2255520.0,1319
16667,2244150.0,1811
16644,2517850.0,1438
16497,3024490.0,2037
16480,3275700.0,759
16477,2187660.0,509
16467,3046960.0,1436
16439,2201220.0,782
16427,3034910.0,2027
16425,2240540.0,1713
16382,2414100.0,992
16320,4580860.0,1500
16316,2337160.0,1361
16258,2135210.0,1457
16248,2080600.0,1669
16240,2598250.0,1686
16220,2719310.0,637
16206,3145190.0,1230
16127,3315020.0,1766
16095,3135480.0,1019
16081,2659410.0,313
16075,2215020.0,1542
16068,2213000.0,831
16031,3085400.0,1007
16014,2225970.0,1469
16007,2570440.0,2025
15972,3464550.0,1248
15864,3474470.0,1310
15839,1807620.0,1293
15826,2447970.0,1683
15789,2679570.0,1657
15768,2991810.0,351
15735,2501580.0,1422
15670,1945370.0,2016
15621,2875060.0,1369
15594,3120250.0,983
15526,2748800.0,1515
15517,2065760.0,1666
15464,2397130.0,1578
15436,2289420.0,1166
15407,3666410.0,936
15405,2803570.0,1532
15371,1921290.0,185
15361,2400770.0,427
15345,2382370.0,103
15334,2131820.0,61
15332,2469250.0,1674
15330,2797100.0,957
15327,2766100.0,959
15281,1649060.0,1201
15259,2275540.0,1798
15247,3058620.0,2026
15188,2084130.0,1200
15168,2571730.0,1632
15127,2856210.0,819
15052,4628000.0,686
15045,2787960.0,1001
14962,2972380.0,2013
14959,3515480.0,1528
14940,2177520.0,55
14925,1830670.0,1824
14885,3160270.0,1503
14882,1359820.0,453
14876,2464010.0,570
14852,2551530.0,242
14835,3056650.0,762
14828,2167820.0,1607
14799,2423600.0,1981
14746,2342180.0,1730
14724,1794150.0,902
14676,2775100.0,930
14658,2414800.0,1995
14620,2021200.0,897
14601,2086030.0,962
14594,2459330.0,1307
14589,2109300.0,1163
14582,2550180.0,1719
14552,2518150.0,1443
14499,2298880.0,1004
14493,2200900.0,1689
14490,1598190.0,1823
14432,2869630.0,1510
14410,1653260.0,1799
14317,3007530.0,1260
14302,2522530.0,1876
14298,2459810.0,1740
14219,2420000.0,719
14159,2602830.0,487
14153,2234390.0,1389
14124,1924390.0,1929
14055,2117380.0,1716
14047,1887340.0,563
14040,1814260.0,643
14032,2012680.0,1643
14009,2263990.0,1557
13985,1945920.0,1605
13981,2005830.0,1247
13930,2103250.0,1140
13925,1877960.0,1688
13920,1976950.0,1574
13905,2301810.0,1467
13868,1982840.0,113
13840,1561460.0,1697
13791,2440950.0,1301
13781,1527100.0,1167
13759,1717490.0,1541
13753,1704840.0,398
13675,1612960.0,797
13671,2387890.0,1396
13669,1872020.0,1875
13665,1895890.0,175
13664,2376260.0,506
13644,2536410.0,971
13624,2565370.0,1271
13600,1893330.0,921
13579,1867510.0,1937
13566,2072540.0,1974
13556,1584080.0,387
13548,1963690.0,671
13543,1470150.0,1809
13498,2996570.0,654
13435,2096100.0,1729
13406,2047320.0,233
13373,2095870.0,195
13317,3435510.0,1845
13270,1971810.0,1051
13259,2015850.0,447
13258,2160720.0,465
13244,2488410.0,1832
13229,2064850.0,559
13224,1941260.0,737
13213,2059330.0,814
13183,2366340.0,1646
13168,2356920.0,1080
13166,2700070.0,1121
13149,2291740.0,1478
13138,1670560.0,1829
13127,1654930.0,423
13064,2868340.0,1786
13045,1869950.0,655
13035,2325700.0,1258
12999,1607360.0,1589
12986,2343320.0,1773
12976,1922080.0,1696
12969,1931210.0,574
12947,1947970.0,1148
12931,2787900.0,1365
12814,2409140.0,1338
12807,1969810.0,826
12775,1663190.0,2001
12752,1714740.0,1725
12726,1700770.0,1357
12638,1694460.0,1793
12577,2209900.0,1456
12562,1502030.0,1603
12544,1507550.0,791
12544,1978690.0,253
12530,1560430.0,449
12513,2623980.0,1965
12502,2149350.0,1078
12470,1854890.0,937
12466,2252280.0,1781
12459,2152300.0,1704
12458,1973950.0,349
12451,1469260.0,1807
12428,2094280.0,1787
12385,2336920.0,473
12373,2390060.0,1492
12362,2626650.0,2028
12307,1596420.0,1311
12299,1693150.0,1939
12299,1785400.0,1830
12289,2782460.0,2030
12248,1672270.0,1812
12235,1522340.0,2021
12206,1916050.0,315
12187,2585570.0,1967
12180,2032950.0,1718
12179,1651420.0,908
12164,1357860.0,1543
12131,2338010.0,1588
12095,2024530.0,367
12047,1340990.0,1795
12041,1841890.0,1868
12021,1818820.0,1764
11987,2370210.0,703
11961,1210570.0,415
11945,2369950.0,700
11943,1881010.0,1187
11941,1493280.0,1768
11920,1690840.0,667
11893,1721520.0,59
11784,2110180.0,1414
11735,1453860.0,927
11730,1460070.0,1052
11713,1557650.0,413
11705,1277230.0,231
11685,1619480.0,972
11683,1497710.0,1203
11622,1338060.0,909
11621,1268120.0,1433
11602,2534740.0,683
11579,1566280.0,1695
11550,1659570.0,335
11544,1566030.0,1067
11533,1645250.0,117
11529,1863150.0,1727
11526,1893160.0,611
11514,1160420.0,1621
11511,1286500.0,1599
11508,1981460.0,238
11503,2126350.0,343
11475,1431360.0,615
11465,1379110.0,1295
11440,1826380.0,1826
11417,1353490.0,1343
11297,1437820.0,799
11290,1550880.0,1413
11284,1507440.0,1305
11266,2024050.0,1003
11266,1970480.0,478
11255,2227260.0,498
11229,1903820.0,249
11222,1636730.0,1347
11204,1666060.0,1070
11181,1232170.0,1705
11163,1301200.0,395
11163,1544970.0,1327
11132,1626900.0,1930
11132,1973290.0,1229
11095,1616580.0,944
11085,1582830.0,250
11073,2366990.0,1776
11060,1631770.0,1879
11033,1311650.0,1677
10995,1494170.0,881
10993,2046070.0,1486
10932,1592470.0,945
10927,1781650.0,1935
10907,2266190.0,1769
10906,1596490.0,1435
10874,1950680.0,1834
10872,1629690.0,1547
10870,1869820.0,1870
10852,1780010.0,1629
10821,1684360.0,1743
10801,1694320.0,442
10772,1058130.0,399
10743,1457980.0,1054
10690,1295490.0,1927
10657,1597040.0,203
10653,1116710.0,1214
10648,1868330.0,1911
10623,1200490.0,1481
10616,1629180.0,111
10613,1622840.0,1264
10567,2012970.0,1584
10535,1782130.0,1522
10522,1369480.0,207
10521,1859370.0,1367
10484,1560910.0,1268
10482,2082170.0,1784
10429,1641270.0,1474
10401,1351030.0,1223
10384,3437950.0,1006
10379,1489770.0,441
10361,1598050.0,830
10312,1810060.0,1272
10306,1753000.0,1549
10306,1594700.0,1863
10262,2159250.0,1897
10254,1523600.0,1073
10253,1579250.0,1959
10251,1784490.0,1895
10238,1667100.0,190
10227,1810230.0,1827
10131,2048470.0,1687
10127,1726120.0,1654
10126,1204640.0,775
10111,2088850.0,1658
10106,1313770.0,940
10063,1268570.0,1555
10045,1321610.0,1623
10029,2023720.0,1527
9978,1839220.0,1250
9976,1570120.0,121
9953,1640970.0,1756
9918,1147240.0,1671
9906,1715680.0,475
9821,1270000.0,929
9815,1051020.0,1803
9788,1723320.0,687
9783,1264590.0,1063
9778,1528590.0,469
9776,1667470.0,446
9737,2522560.0,1942
9721,1463870.0,883
9705,1267360.0,1123
9688,1070770.0,1825
9687,1403280.0,1819
9674,1574200.0,670
9621,1737840.0,738
9529,1412350.0,494
9499,2553140.0,907
9476,1177860.0,1221
9444,1495960.0,171
9403,1441020.0,462
9359,1714960.0,827
9359,2073040.0,1742
9356,1169550.0,1419
9355,1319170.0,1558
9323,1405720.0,1844
9312,1256280.0,443
9294,1109640.0,1571
9198,1548840.0,1691
9168,1359990.0,1333
9157,1084800.0,1210
9138,1698290.0,1504
9065,1304900.0,1133
9057,972810.0,1567
9057,954980.0,901
8978,1058970.0,373
8960,1130800.0,1379
8938,2486390.0,1774
8932,1585170.0,1468
8910,1305940.0,1506
8906,1456160.0,994
8884,1864000.0,1662
8884,1230140.0,1957
8841,1012880.0,2019
8835,1616450.0,1739
8800,1135680.0,1634
8781,1639200.0,1647
8760,1636720.0,1349
8739,2650550.0,1147
8736,1288270.0,1117
8717,1851250.0,1775
8716,1182380.0,1069
8712,1405390.0,1947
8709,1327030.0,1733
8705,1317780.0,997
8675,2249270.0,1659
8646,1292880.0,1009
8639,1629400.0,1676
8626,954590.0,1489
8621,1506590.0,1336
8617,1142550.0,707
8587,1048780.0,965
8559,1591520.0,975
8548,943020.0,1215
8535,1540440.0,1359
8524,1096240.0,1585
8523,1179000.0,631
8502,1861010.0,1010
8487,1976350.0,247
8394,1046570.0,1590
8340,1399640.0,679
8337,1310420.0,1912
8288,970240.0,1077
8272,1478150.0,815
8268,987310.0,1207
8251,1603830.0,1524
8243,1156360.0,391
8198,1040260.0,501
8190,1196940.0,2004
8180,1501700.0,1439
8178,1080350.0,1846
8163,1511350.0,1533
8135,1602080.0,123
8124,835450.0,407
8121,1090380.0,414
8117,1074970.0,1869
8116,1513270.0,1276
8095,1205320.0,186
8079,897940.0,1817
8076,1274510.0,571
8000,1379350.0,115
7999,1188260.0,1340
7990,1406030.0,1628
7977,1488000.0,1181
7973,1028820.0,1575
7965,1316520.0,1497
7960,905970.0,1989
7959,1723970.0,1082
7948,1391520.0,783
7939,1307150.0,495
7909,1060200.0,961
7882,1580500.0,750
7877,1428130.0,999
7875,1431000.0,1982
7850,1171900.0,1814
7755,1428900.0,1839
7732,1917140.0,698
7726,1342300.0,751
7698,1125630.0,1997
7676,1011310.0,489
7661,1201060.0,923
7648,1203830.0,946
7645,1627880.0,1706
7606,947480.0,481
7527,1475910.0,379
7523,1076690.0,1581
7516,1005910.0,915
7502,1115570.0,1985
7497,1222490.0,953
7476,888490.0,497
7461,1434310.0,1877
7403,1428650.0,763
7396,1335170.0,1656
7372,1436670.0,924
7344,1157160.0,2034
7318,1894070.0,1888
7314,1309160.0,1485
7307,1076110.0,1916
7299,1326020.0,2005
7294,968210.0,925
7288,1008530.0,1921
7263,1582580.0,1262
7243,1194120.0,1890
7241,1330300.0,955
7238,1340130.0,1917
7210,1198840.0,1429
7195,1386110.0,1267
7189,1058990.0,1922
7146,1284630.0,1788
7120,1104760.0,1198
7083,1002930.0,1884
6966,935810.0,1047
6965,1095910.0,1735
6935,1200710.0,125
6929,1107030.0,1464
6878,1410640.0,1275
6873,966240.0,505
6857,1019690.0,1944
6850,892040.0,1906
6847,1040920.0,1873
6847,1223110.0,1303
6821,2559890.0,1772
6818,908450.0,627
6811,1003550.0,375
6797,1144170.0,1979
6780,856310.0,1227
6731,1827120.0,1381
6699,1178350.0,507
6681,1013680.0,381
6661,1559420.0,1835
6639,797220.0,1329
6606,886880.0,1971
6586,1362700.0,1996
6563,880460.0,1287
6532,906120.0,1342
6522,1216240.0,377
6483,926130.0,1760
6468,918710.0,675
6462,911690.0,1513
6424,1173590.0,974
6401,646170.0,1273
6394,784470.0,911
6389,856960.0,1135
6366,1222120.0,958
6361,1099410.0,503
6323,851240.0,1836
6318,984720.0,1908
6316,973060.0,1861
6311,700810.0,1431
6297,873680.0,1563
6290,738530.0,1377
6261,944950.0,1943
6250,943690.0,1411
6249,915150.0,1813
6248,1151350.0,1509
6229,955440.0,1447
6226,937480.0,2012
6216,1179160.0,479
6154,727380.0,1931
6140,1079170.0,1491
6099,870800.0,1261
6095,945950.0,1075
6095,1065820.0,1972
6088,4248040.0,1397
6083,783740.0,1907
6046,1304350.0,942
6004,821300.0,251
5999,1008280.0,979
5967,758280.0,2017
5958,1087720.0,1708
5949,850960.0,1945
5899,650050.0,1969
5893,1027340.0,1351
5888,905680.0,1847
5846,882950.0,1127
5830,703750.0,1815
5822,1235310.0,1960
5811,822060.0,1277
5796,1049650.0,1501
5786,904160.0,1885
5773,1272770.0,747
5763,1069850.0,1373
5763,656210.0,1923
5741,1053930.0,952
5734,1051550.0,1495
5721,1162440.0,1837
5710,1002080.0,1940
5706,692220.0,1679
5684,947730.0,1483
5673,924590.0,459
5670,951070.0,691
5626,820420.0,935
5625,1147910.0,1962
5602,1078570.0,1125
5592,1053720.0,954
5564,564390.0,1955
5551,940640.0,1780
5529,832180.0,239
5489,845320.0,1633
5461,832460.0,1702
5458,776020.0,919
5453,953000.0,956
5452,1314330.0,1399
5445,1024800.0,1639
5419,824220.0,477
5414,911290.0,1071
5412,759850.0,1987
5408,689690.0,1331
5398,661190.0,899
5393,968840.0,1998
5378,839250.0,1195
5342,1053750.0,702
5321,694520.0,1952
5312,1315580.0,1954
5309,691970.0,1579
5268,938860.0,1550
5263,865370.0,1926
5231,895450.0,754
5170,660360.0,1715
5162,619310.0,369
5154,700220.0,1559
5136,1012530.0,1465
5128,794150.0,2018
5123,667130.0,1804
5113,1094230.0,1423
5085,663960.0,1437
5059,701930.0,1265
5052,1161310.0,227
5048,840790.0,187
5038,967530.0,1698
5025,797360.0,1964
5021,641290.0,1797
5014,1032910.0,1958
5002,735630.0,1219
4982,710910.0,1660
4976,816990.0,1667
4974,712750.0,1231
4972,724120.0,947
4955,1107130.0,967
4953,661140.0,1339
4932,715860.0,1383
4876,931450.0,1833
4876,899300.0,943
4871,1002140.0,1675
4857,624580.0,1805
4854,743530.0,1208
4823,707670.0,1523
4803,524280.0,1635
4784,695250.0,1777
4779,577060.0,1925
4769,720040.0,1852
4754,844570.0,1913
4733,787350.0,1257
4730,1046750.0,1139
4720,985590.0,1711
4704,632930.0,1655
4687,811610.0,467
4686,913300.0,1771
4680,687720.0,1011
4673,747920.0,1520
4670,744280.0,1143
4662,619810.0,1767
4658,545000.0,1953
4650,877020.0,1335
4633,802650.0,1661
4603,957970.0,1770
4564,745410.0,1712
4544,830430.0,1191
4534,1008480.0,1966
4516,756640.0,910
4492,526320.0,1637
4490,745810.0,1941
4482,1054990.0,1249
4450,574730.0,1857
4432,710100.0,1493
4431,665660.0,1199
4427,728210.0,1652
4412,463950.0,1587
4404,584990.0,1693
4391,606070.0,1591
4383,592450.0,1822
4364,683050.0,1211
4358,549110.0,1081
4355,721520.0,1961
4353,742560.0,1841
4334,652310.0,1932
4329,779390.0,939
4312,683730.0,1778
4310,683870.0,743
4277,558850.0,1859
4274,642700.0,1986
4258,738360.0,1779
4248,622130.0,491
4235,577810.0,463
4232,516450.0,1593
4204,648330.0,371
4198,785250.0,1525
4182,835630.0,1710
4181,683400.0,499
4169,720680.0,243
4155,731470.0,1137
4132,872820.0,1889
4115,577140.0,1950
4095,660340.0,1586
4085,548460.0,1053
4080,621860.0,1851
4048,859570.0,1650
4046,636210.0,1529
4039,818530.0,1893
4030,538220.0,1145
4022,580240.0,1806
4019,548640.0,1651
4015,463810.0,1714
4006,702970.0,451
3966,774970.0,471
3950,592690.0,1933
3916,395200.0,1565
3916,838260.0,1707
3878,583960.0,1963
3876,397390.0,1212
3876,470840.0,1699
3858,539590.0,1843
3858,581770.0,1086
3854,502690.0,963
3834,535990.0,1415
3791,583450.0,1978
3777,571200.0,1853
3744,601780.0,455
3741,583700.0,1731
3731,561540.0,1703
3723,490560.0,1084
3669,533630.0,1255
3668,834030.0,1592
3583,447480.0,1505
3573,596370.0,1694
3565,762090.0,1309
3545,397860.0,1213
3535,622740.0,1854
3514,433000.0,1653
3495,559650.0,755
3466,450250.0,993
3446,383300.0,1209
3431,529400.0,1511
3415,476740.0,1582
3362,524380.0,699
3349,858620.0,1253
3348,579640.0,1595
3345,579890.0,1949
3340,492910.0,1904
3307,697740.0,1977
3280,606110.0,1079
3268,453930.0,926
3267,512200.0,1980
3257,589750.0,1722
3233,577710.0,1405
3208,560540.0,483
3208,385630.0,1564
3198,495400.0,931
3186,522160.0,1648
3177,495600.0,1840
3151,492210.0,1721
3107,504440.0,1583
3075,476290.0,1765
3054,504350.0,1891
3043,530380.0,1909
3034,429380.0,1487
3022,502950.0,1838
3019,329170.0,1821
3014,413370.0,1649
2967,614950.0,1263
2892,334180.0,1083
2871,456020.0,1726
2857,537360.0,1692
2849,370700.0,1905
2846,371030.0,1473
2843,387360.0,1948
2839,400620.0,1820
2834,635450.0,1723
2798,456010.0,1395
2778,355650.0,903
2760,480680.0,1401
2732,451480.0,1259
2700,429720.0,1341
2698,753020.0,1970
2663,592990.0,1594
2655,339280.0,1269
2644,420750.0,995
2627,365980.0,1761
2585,382230.0,1762
2557,522270.0,1597
2528,368070.0,1842
2521,335500.0,1149
2472,452210.0,1968
2469,420940.0,1678
2456,387180.0,1849
2429,865600.0,1934
2374,351390.0,739
2339,391420.0,1337
2328,530960.0,1720
2294,417100.0,1850
2226,301930.0,235
2203,304650.0,1251
2203,362310.0,1596
2185,359280.0,1475
2182,280400.0,1763
2175,433690.0,1976
2141,350570.0,1507
2117,262880.0,1085
2093,362370.0,1141
2033,329560.0,1724
1968,285160.0,1566
1915,367130.0,1848
1814,243420.0,1477
1812,236890.0,1598
1780,256050.0,1479
1697,250340.0,1521
1616,176170.0,1393
